Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Properties/AssemblyInfo.cs(6,12): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(75,5): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(76,5): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ResourcesUtil.cs(16,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(11,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(12,3): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ResourcesUtil.cs(19,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(79,5): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(80,5): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(81,5): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(88,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(15,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(16,3): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ResourcesUtil.cs(22,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ResourcesUtil.cs(23,4): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ResourcesUtil.cs(24,4): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(91,5): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(92,5): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(217,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(218,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(219,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(95,5): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(96,5): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(10,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(11,4): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(231,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(232,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(233,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(99,5): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(100,5): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(296,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(297,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(298,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(14,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(15,4): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(18,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(19,4): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(12,2): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(9,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(10,3): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(103,5): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(104,5): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(105,5): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(22,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ConstData.cs(23,4): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Zitga/CsvTools/Tutorials/ShopGroupExample.cs(112,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(13,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TimeInGame.cs(14,3): warning CS0436: The type 'FieldOffsetAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs' conflicts with the imported type 'FieldOffsetAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/FieldOffsetAttribute.cs'.
